timestamp,Right Hand X Position,Right Hand Y Position,Right Hand Z Position,Left Hand X Position,Left Hand Y Position,Left Hand Z Position
1.60641E+15,0.230691,0.0941827,1.28849,-0.245245,-0.346094,1.01985
1.60641E+15,0.231994,0.0938941,1.28877,-0.246471,-0.343222,1.02444
1.60641E+15,0.231757,0.115325,1.2919,-0.24638,-0.343464,1.02419
1.60641E+15,0.232526,0.11614,1.29231,-0.246451,-0.343601,1.02418
1.60641E+15,0.232705,0.116385,1.29242,-0.247584,-0.341123,1.02836
1.60641E+15,0.233041,0.116777,1.29259,-0.248416,-0.340198,1.03035
1.60641E+15,0.233211,0.116953,1.29261,-0.248233,-0.3412,1.02884
1.60641E+15,0.233316,0.117143,1.29265,-0.248142,-0.341884,1.02784
1.60641E+15,0.233428,0.117316,1.29262,-0.248505,-0.340909,1.0294
1.60641E+15,0.233601,0.117576,1.29264,-0.248234,-0.341976,1.02784
1.60641E+15,0.233707,0.117898,1.29265,-0.248032,-0.342796,1.02649
1.60641E+15,0.233811,0.118214,1.29257,-0.248045,-0.343143,1.02616
1.60641E+15,0.233862,0.118315,1.29249,-0.248053,-0.343302,1.02611
1.60641E+15,0.233847,0.118362,1.2923,-0.247941,-0.343599,1.02573
1.60641E+15,0.233828,0.118453,1.29197,-0.247864,-0.343826,1.02543
1.60641E+15,0.234019,0.11885,1.29102,-0.247901,-0.343888,1.02548
1.60641E+15,0.234369,0.118517,1.28617,-0.247974,-0.343958,1.02557
1.60641E+15,0.240314,0.0931064,1.26327,-0.248075,-0.343908,1.02572
1.60641E+15,0.243133,0.110095,1.23089,-0.249009,-0.341317,1.02987
1.60641E+15,0.25316,0.104488,1.18174,-0.248846,-0.341824,1.02912
1.60641E+15,0.260544,0.0840754,1.12952,-0.24825,-0.343282,1.02664
1.60641E+15,0.276697,0.052795,1.07323,-0.247294,-0.345066,1.0234
1.60641E+15,0.276142,0.00310369,1.0217,-0.246909,-0.345914,1.02196
1.60641E+15,0.270556,-0.0529497,0.97721,-0.246743,-0.346222,1.02136
1.60641E+15,0.256092,-0.116199,0.947014,-0.246367,-0.346621,1.02051
1.60641E+15,0.244218,-0.185085,0.928745,-0.246036,-0.347121,1.01971
1.60641E+15,0.214011,-0.226613,0.88764,-0.245668,-0.347469,1.01931
1.60641E+15,0.215172,-0.276482,0.882253,-0.244714,-0.347524,1.01868
1.60641E+15,0.208972,-0.324244,0.914325,-0.243595,-0.348362,1.01659
1.60641E+15,0.193327,-0.350034,0.947267,-0.24274,-0.34878,1.01432
1.60641E+15,0.187132,-0.368311,1.0103,-0.2425,-0.348517,1.01272
1.60641E+15,0.18334,-0.373011,1.02354,-0.242127,-0.346778,1.0107
1.60641E+15,0.184142,-0.380246,1.01685,-0.240842,-0.34528,1.00806
1.60641E+15,0.183481,-0.381491,1.01615,-0.213516,-0.347458,0.938844
1.60641E+15,0.183194,-0.382418,1.01587,-0.214317,-0.346991,0.939589
1.60641E+15,0.183502,-0.383334,1.01532,-0.21472,-0.346523,0.939866
1.60641E+15,0.183925,-0.384028,1.01484,-0.214968,-0.345983,0.939719
1.60641E+15,0.18477,-0.383024,1.01595,-0.21511,-0.345235,0.939174
1.60641E+15,0.185795,-0.384119,1.01474,-0.215042,-0.344341,0.938406
1.60641E+15,0.187286,-0.383619,1.01494,-0.214374,-0.34326,0.936988
1.60641E+15,0.187161,-0.384922,1.01426,-0.212905,-0.342048,0.935455
1.60641E+15,0.186948,-0.385541,1.01458,-0.21185,-0.341189,0.934673
1.60641E+15,0.187471,-0.386102,1.01436,-0.210868,-0.340566,0.934002
1.60641E+15,0.187491,-0.385696,1.01517,-0.209916,-0.340049,0.933341
1.60641E+15,0.18778,-0.385431,1.01601,-0.208731,-0.339592,0.932729
1.60641E+15,0.188294,-0.385405,1.01659,-0.208109,-0.339388,0.93268
1.60641E+15,0.188976,-0.386347,1.01731,-0.207578,-0.33935,0.932728
1.60641E+15,0.189913,-0.386005,1.01899,-0.206789,-0.339371,0.93314
1.60641E+15,0.188731,-0.376012,1.04127,-0.206026,-0.339518,0.934089
1.60641E+15,0.192782,-0.389097,1.02384,-0.205097,-0.34,0.935336
1.60641E+15,0.193601,-0.377959,1.05118,-0.204082,-0.340901,0.937549
1.60641E+15,0.197192,-0.396095,1.03132,-0.203078,-0.342469,0.941415
1.60641E+15,0.199916,-0.402195,1.03598,-0.202821,-0.344382,0.946341
1.60641E+15,0.197948,-0.387187,1.07029,-0.203037,-0.346895,0.951731
1.60641E+15,0.198173,-0.391287,1.07892,-0.203253,-0.349925,0.957688
1.60641E+15,0.197324,-0.394524,1.0868,-0.204129,-0.353573,0.966462
1.60641E+15,0.19711,-0.405321,1.07958,-0.205381,-0.357239,0.976242
1.60641E+15,0.196647,-0.409094,1.08143,-0.206469,-0.360087,0.982929
1.60641E+15,0.192305,-0.441103,1.02775,-0.207501,-0.362454,0.988685
1.60641E+15,0.192371,-0.437502,1.03051,-0.208856,-0.363992,0.992373
1.60641E+15,0.191564,-0.421241,1.03507,-0.2096,-0.364766,0.9941
1.60641E+15,0.182383,-0.400399,1.0294,-0.210418,-0.365155,0.995008
1.60641E+15,0.180026,-0.381075,1.0567,-0.211008,-0.365268,0.995363
1.60641E+15,0.144198,-0.405317,1.09055,-0.211984,-0.365224,0.995587
1.60641E+15,0.0906752,-0.346161,1.08824,-0.212762,-0.365048,0.995287
1.60641E+15,0.125181,-0.234096,0.995267,-0.213089,-0.364737,0.994268
1.60641E+15,0.116896,-0.166092,0.997194,-0.212936,-0.364188,0.992577
1.60641E+15,0.121458,-0.148702,1.06451,-0.211652,-0.363425,0.989964
1.60641E+15,0.105112,-0.107936,1.13839,-0.21016,-0.362896,0.988302
1.60641E+15,0.111428,-0.0685487,1.14517,-0.208955,-0.362792,0.988095
1.60641E+15,0.109171,-0.00347419,1.13466,-0.207979,-0.36305,0.989428
1.60641E+15,0.112438,0.0578071,1.16464,-0.206844,-0.363589,0.990982
1.60641E+15,0.115038,0.0763909,1.17642,-0.206,-0.363932,0.99217
1.60641E+15,0.112946,0.0797009,1.20532,-0.204839,-0.364148,0.992528
1.60641E+15,0.129533,0.070533,1.21494,-0.204375,-0.364284,0.992814
1.60641E+15,0.12612,0.0792064,1.22056,-0.204125,-0.364324,0.99289
1.60641E+15,0.121762,0.0836553,1.22678,-0.204014,-0.36436,0.992967
1.60641E+15,0.120228,0.0861008,1.23004,-0.204014,-0.36439,0.993281
1.60641E+15,0.120705,0.0889815,1.23196,-0.204025,-0.364421,0.993819
1.60641E+15,0.115125,0.0891523,1.23414,-0.203943,-0.364526,0.994331
1.60641E+15,0.117946,0.088015,1.23464,-0.203756,-0.364591,0.994843
1.60641E+15,0.153976,0.0929762,1.23366,-0.203696,-0.364687,0.995166
1.60641E+15,0.150021,0.0920121,1.23389,-0.203675,-0.364763,0.995609
1.60641E+15,0.144403,0.090874,1.24168,-0.203672,-0.364837,0.995884
1.60641E+15,0.138202,0.0885092,1.24555,-0.203818,-0.364866,0.996199
1.60641E+15,0.134364,0.0866268,1.24794,-0.20394,-0.364878,0.996175
1.60641E+15,0.157312,0.0888299,1.24305,-0.20421,-0.364912,0.996268
1.60641E+15,0.150117,0.0881241,1.24665,-0.204616,-0.364966,0.996561
1.60641E+15,0.144614,0.0878443,1.24775,-0.204927,-0.364993,0.996632
1.60641E+15,0.141568,0.0891359,1.24124,-0.205118,-0.365122,0.996802
1.60641E+15,0.131704,0.131044,1.21975,-0.205442,-0.365317,0.997217
1.60641E+15,0.106324,0.0798304,1.21122,-0.205837,-0.365558,0.997777
1.60641E+15,0.063373,0.00291993,1.22103,-0.205836,-0.365605,0.997798
1.60641E+15,0.0296549,0.0368753,1.24551,-0.205833,-0.365611,0.997806
1.60641E+15,-0.0186006,-0.0601049,1.2412,-0.205736,-0.365604,0.997844
1.60641E+15,-0.0217202,-0.0603567,1.24021,-0.191136,-0.370146,0.96122
1.60641E+15,-0.0207754,-0.0763093,1.23721,-0.197588,-0.366719,0.990502
1.60641E+15,-0.00485879,-0.121854,1.24097,-0.19774,-0.366565,0.991621
1.60641E+15,-0.00786548,-0.119725,1.24062,-0.197784,-0.366568,0.991953
1.60641E+15,-0.0155988,-0.121285,1.23701,-0.198122,-0.366541,0.992813
1.60641E+15,-0.0183529,-0.119909,1.2364,-0.199095,-0.366612,0.99487
1.60641E+15,-0.0205086,-0.119312,1.23581,-0.200066,-0.366712,0.995859
1.60641E+15,-0.0197607,-0.118303,1.23646,-0.201561,-0.366819,0.997241
1.60641E+15,-0.0193235,-0.117541,1.23742,-0.203024,-0.366876,0.998201
1.60641E+15,-0.0180804,-0.116445,1.23833,-0.204001,-0.366917,0.998824
1.60641E+15,-0.0177716,-0.116056,1.2386,-0.204996,-0.367011,0.999397
1.60641E+15,-0.0194889,-0.116931,1.23777,-0.205501,-0.367063,0.999664
1.60641E+15,-0.0206865,-0.116644,1.23741,-0.206001,-0.367085,0.999771
1.60641E+15,-0.0211337,-0.116532,1.23742,-0.206247,-0.367097,0.999876
1.60641E+15,-0.0213654,-0.116331,1.23748,-0.198674,-0.37085,0.96923
1.60641E+15,-0.0216476,-0.116349,1.23748,-0.205048,-0.368233,0.990785
1.60641E+15,-0.0217183,-0.116312,1.23765,-0.205438,-0.368055,0.992574
1.60641E+15,-0.0219675,-0.116551,1.23776,-0.197444,-0.370882,0.970762
1.60641E+15,-0.0221081,-0.116677,1.23766,-0.19632,-0.371058,0.967989
1.60641E+15,-0.0220047,-0.116773,1.23787,-0.195131,-0.370955,0.965819
1.60641E+15,-0.0220904,-0.117089,1.23805,-0.193833,-0.370733,0.963799
1.60641E+15,-0.0219266,-0.118272,1.23871,-0.192523,-0.370125,0.960815
1.60641E+15,-0.0221912,-0.121109,1.23924,-0.191094,-0.369585,0.958535
1.60641E+15,-0.0210248,-0.123237,1.24,-0.190039,-0.368932,0.956005
1.60641E+15,-0.019473,-0.125139,1.24044,-0.193142,-0.364464,0.973154
1.60641E+15,-0.0111662,-0.127414,1.24385,-0.193383,-0.363747,0.975709
1.60641E+15,-0.0173108,-0.141042,1.234,-0.193462,-0.363323,0.976691
1.60641E+15,-0.0108754,-0.138633,1.23218,-0.193583,-0.362871,0.977549
1.60641E+15,-0.00731121,-0.0788868,1.23016,-0.193629,-0.362667,0.977677
1.60641E+15,-0.00218515,-0.0523769,1.22987,-0.193924,-0.362409,0.977892
1.60641E+15,0.0971745,7.83E-05,1.21879,-0.194165,-0.362122,0.977558
1.60641E+15,0.112522,0.0580306,1.24367,-0.194966,-0.36163,0.977276
1.60641E+15,0.129029,0.0730689,1.24417,-0.247616,-0.341405,1.09473
1.60641E+15,0.13897,0.0685586,1.29083,-0.2488,-0.339533,1.09568
1.60641E+15,0.146817,0.0666927,1.29736,-0.249988,-0.337772,1.09536
1.60641E+15,0.168563,0.0725232,1.29631,-0.250008,-0.336034,1.09429
1.60641E+15,0.186247,0.090474,1.30578,-0.24979,-0.333772,1.09292
1.60641E+15,0.190003,0.0917109,1.30879,-0.249992,-0.332277,1.09255
1.60641E+15,0.192889,0.0907962,1.31269,-0.252548,-0.331504,1.09312
1.60641E+15,0.194816,0.0859649,1.3164,-0.252646,-0.330801,1.09403
1.60641E+15,0.194168,0.086775,1.3186,-0.252816,-0.330683,1.09363
1.60641E+15,0.19245,0.0868922,1.32058,-0.253277,-0.330659,1.09361
1.60641E+15,0.191934,0.0872486,1.32084,-0.253599,-0.330854,1.0936
1.60641E+15,0.192394,0.088118,1.32176,-0.25101,-0.331453,1.09277
1.60641E+15,0.198357,0.0363771,1.31625,-0.25056,-0.331611,1.0915
1.60641E+15,0.19835,0.0364723,1.31373,-0.250138,-0.331542,1.0912
1.60641E+15,0.193474,0.0820911,1.30994,-0.250521,-0.331737,1.09197
1.60641E+15,0.193183,0.0783414,1.30406,-0.249129,-0.331791,1.09207
1.60641E+15,0.184203,0.0727248,1.29761,-0.24659,-0.33195,1.09096
1.60641E+15,0.179706,0.0707428,1.29403,-0.245379,-0.332518,1.08948
1.60641E+15,0.189867,0.0312765,1.29267,-0.244697,-0.332905,1.08978
1.60641E+15,0.178793,0.0701242,1.27913,-0.243543,-0.333531,1.08999
1.60641E+15,0.185875,0.0439894,1.28448,-0.243458,-0.334413,1.08571
1.60641E+15,0.175802,0.0755105,1.27265,-0.24184,-0.334452,1.08527
1.60641E+15,0.193536,0.0128993,1.25807,-0.241843,-0.334746,1.08714
1.60641E+15,0.193432,0.0114721,1.25229,-0.241679,-0.334863,1.08802
1.60641E+15,0.175669,0.070357,1.24437,-0.241728,-0.335118,1.08684
1.60641E+15,0.168555,0.0441315,1.22461,-0.241876,-0.335141,1.08844
1.60641E+15,0.165239,0.0360433,1.21382,-0.242132,-0.334641,1.08935
1.60641E+15,0.165643,0.0228678,1.18872,-0.242393,-0.334542,1.08943
1.60641E+15,0.162646,-0.00381795,1.15935,-0.242758,-0.334422,1.08984
1.60641E+15,0.18111,-0.03946,1.11717,-0.242735,-0.334307,1.08897
1.60641E+15,0.187204,-0.0722312,1.07604,-0.242055,-0.33674,1.07999
1.60641E+15,0.187804,-0.114747,1.04174,-0.241874,-0.335519,1.0789
1.60641E+15,0.189958,-0.170916,1.01775,-0.195926,-0.34247,0.932678
1.60641E+15,0.193096,-0.217195,0.993924,-0.196747,-0.342519,0.932823
1.60641E+15,0.175865,-0.25033,0.968045,-0.197552,-0.342569,0.932944
1.60641E+15,0.180436,-0.286734,0.925779,-0.198429,-0.34262,0.933136
1.60641E+15,0.162146,-0.359414,1.00386,-0.198817,-0.342749,0.933071
1.60641E+15,0.164827,-0.361059,1.00466,-0.199457,-0.342849,0.933102
1.60641E+15,0.171492,-0.371452,1.02865,-0.199988,-0.342955,0.933208
1.60641E+15,0.170943,-0.372085,1.02923,-0.200501,-0.343087,0.93348
1.60641E+15,0.168711,-0.372409,1.0239,-0.201062,-0.343232,0.933579
1.60641E+15,0.157483,-0.375382,0.999167,-0.201451,-0.343357,0.933768
1.60641E+15,0.166602,-0.37262,1.01794,-0.201822,-0.343442,0.933832
1.60641E+15,0.158339,-0.370102,1.02206,-0.202092,-0.343518,0.933942
1.60641E+15,0.166714,-0.372881,1.02017,-0.20248,-0.343591,0.93397
1.60641E+15,0.166831,-0.373027,1.02102,-0.202732,-0.34363,0.934023
1.60641E+15,0.167101,-0.373143,1.02179,-0.20297,-0.343677,0.934127
1.60641E+15,0.167578,-0.37332,1.02328,-0.20312,-0.343722,0.934213
1.60641E+15,0.167976,-0.373329,1.02453,-0.203271,-0.343743,0.934305
1.60641E+15,0.168108,-0.373333,1.02521,-0.203416,-0.343773,0.934404
1.60641E+15,0.168277,-0.373359,1.02589,-0.203568,-0.343847,0.934572
1.60641E+15,0.168087,-0.37337,1.02687,-0.203621,-0.34387,0.934626
1.60641E+15,0.168088,-0.373391,1.02685,-0.203751,-0.343898,0.934671
1.60641E+15,0.168096,-0.373389,1.02701,-0.203864,-0.343909,0.934747
1.60641E+15,0.163857,-0.377217,0.97701,-0.203924,-0.343954,0.934833
1.60641E+15,0.163871,-0.377214,0.977054,-0.204023,-0.343948,0.934864
1.60641E+15,0.163873,-0.377208,0.97706,-0.204073,-0.34397,0.934886
1.60641E+15,0.16767,-0.373495,1.02332,-0.204156,-0.343966,0.934925
1.60641E+15,0.167724,-0.373495,1.02333,-0.204195,-0.343978,0.934954
1.60641E+15,0.167728,-0.373491,1.02333,-0.204206,-0.343982,0.934959
1.60641E+15,0.163618,-0.376249,0.983095,-0.204222,-0.343991,0.935016
1.60641E+15,0.163689,-0.376108,0.981422,-0.204221,-0.343997,0.935026
1.60641E+15,0.164423,-0.375285,0.978111,-0.20423,-0.344005,0.935027
1.60641E+15,0.167471,-0.373019,0.975968,-0.204281,-0.344008,0.934989
1.60641E+15,0.168579,-0.371795,0.985123,-0.204271,-0.344022,0.934952
1.60641E+15,0.169993,-0.366587,0.994545,-0.20423,-0.344059,0.935062
1.60641E+15,0.183547,-0.305668,0.999937,-0.204242,-0.344072,0.935104
1.60641E+15,0.208118,-0.255998,0.99052,-0.204219,-0.344089,0.935141
1.60641E+15,0.213346,-0.228116,1.00547,-0.204221,-0.344094,0.935166
1.60641E+15,0.214661,-0.173392,1.02355,-0.204212,-0.344097,0.935166
1.60641E+15,0.211939,-0.129205,1.04069,-0.20423,-0.344076,0.935135
1.60641E+15,0.197818,-0.184294,1.17569,-0.204243,-0.34407,0.935153
1.60641E+15,0.209033,-0.061085,1.08589,-0.204238,-0.34407,0.935166
1.60641E+15,0.206715,-0.0173083,1.11155,-0.20422,-0.344078,0.935171
1.60641E+15,0.196991,0.00444118,1.13012,-0.204137,-0.344134,0.935228
1.60641E+15,0.197528,0.0480004,1.15771,-0.204119,-0.344135,0.935244
1.60641E+15,0.194915,0.0671845,1.17313,-0.204063,-0.344144,0.935295
1.60641E+15,0.195498,0.0929485,1.19552,-0.203984,-0.344195,0.935386
1.60641E+15,0.191721,0.109317,1.21227,-0.203937,-0.344219,0.935458
1.60641E+15,0.187675,0.139211,1.23682,-0.20386,-0.344269,0.935693
1.60641E+15,0.18593,0.14647,1.24417,-0.203559,-0.344427,0.936039
1.60641E+15,0.179223,0.154063,1.25257,-0.203445,-0.344463,0.936151
1.60641E+15,0.181846,0.14449,1.26069,-0.20327,-0.344537,0.93638
1.60641E+15,0.180764,0.157743,1.26553,-0.203255,-0.344578,0.936488
1.60641E+15,0.179215,0.160778,1.26947,-0.203298,-0.344616,0.936717
1.60641E+15,0.179583,0.162805,1.27285,-0.203311,-0.344646,0.936826
1.60641E+15,0.178482,0.16641,1.27653,-0.203321,-0.344701,0.936959
1.60641E+15,0.179013,0.167046,1.27988,-0.203325,-0.344743,0.937098
1.60641E+15,0.177301,0.16711,1.28173,-0.203287,-0.344808,0.937414
1.60641E+15,0.176214,0.167479,1.28284,-0.203258,-0.344829,0.937996
1.60641E+15,0.174542,0.166666,1.28421,-0.186292,-0.35742,0.949014
1.60641E+15,0.173147,0.165453,1.28572,-0.205745,-0.343053,0.93899
1.60641E+15,0.161738,0.15961,1.28541,-0.20977,-0.343863,0.927586
1.60641E+15,0.166269,0.160353,1.29131,-0.216088,-0.315342,0.992965
1.60641E+15,0.166973,0.160147,1.29344,-0.217934,-0.307892,0.992106
1.60641E+15,0.165203,0.158297,1.29467,-0.286294,-0.129079,1.01092
1.60641E+15,0.163117,0.15968,1.29652,-0.290564,-0.0550914,1.03238
1.60641E+15,0.164391,0.15681,1.29782,-0.284484,-0.00616981,1.08001
1.60641E+15,0.167693,0.15286,1.29915,-0.263841,0.0291214,1.13726
1.60641E+15,0.170492,0.14966,1.29967,-0.267297,0.0598272,1.17591
1.60641E+15,0.173851,0.14587,1.29941,-0.307381,0.144069,1.21329
1.60641E+15,0.195384,0.111306,1.30067,-0.325394,0.168499,1.24989
1.60641E+15,0.199729,0.111116,1.3018,-0.323938,0.141899,1.27827
1.60641E+15,0.20183,0.111276,1.30181,-0.326676,0.138348,1.2958
1.60641E+15,0.204728,0.111019,1.30112,-0.326865,0.134192,1.3115
1.60641E+15,0.191234,0.161551,1.3047,-0.324962,0.133106,1.3255
1.60641E+15,0.194893,0.16228,1.30218,-0.321914,0.133279,1.33588
1.60641E+15,0.19804,0.161601,1.29839,-0.315451,0.135627,1.34899
1.60641E+15,0.201923,0.161488,1.29157,-0.310118,0.137071,1.35989
1.60641E+15,0.207441,0.158278,1.27816,-0.302417,0.138023,1.36931
1.60641E+15,0.211953,0.143769,1.25426,-0.29023,0.134494,1.37514
1.60641E+15,0.220575,0.12812,1.22927,-0.286127,0.13677,1.37919
1.60641E+15,0.226656,0.111214,1.20108,-0.283125,0.137043,1.38112
