timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1606411586988811,14,-9,0,0,-2,-5,-7,-2
1606411586995793,15,-4,0,-3,-1,-1,-2,-2
1606411586995793,-14,-12,-3,2,1,2,4,-4
1606411587012748,17,19,2,-5,-2,3,-2,6
1606411587012748,2,-7,-6,-4,-5,-4,-8,2
1606411587013745,-7,10,0,-17,-7,0,15,-1
1606411587013745,-10,4,-4,19,4,0,-3,-2
1606411587033691,-1,-3,-1,-2,-1,2,0,-1
1606411587033691,1,-1,-3,-3,0,-2,-4,-1
1606411587034689,-3,-11,-3,-2,0,-2,-1,-3
1606411587034689,3,3,-3,-2,-4,-1,-7,-4
1606411587048652,-12,0,7,-4,-2,1,13,-2
1606411587048652,-1,-8,-24,-6,-1,-3,-7,-5
1606411587055633,8,1,12,9,3,-3,0,-1
1606411587055633,-15,-1,-6,8,4,0,-4,-1
1606411587079569,19,2,4,-13,-8,-1,-8,5
1606411587079569,-16,-13,-1,-1,2,0,2,1
1606411587080567,0,-7,-5,-1,-1,-4,-3,-1
1606411587080567,-10,-4,5,0,0,0,-3,-5
1606411587093532,-7,0,-4,-7,-1,-1,2,-4
1606411587093532,-30,-3,1,3,-3,1,2,-5
1606411587094529,41,20,4,4,2,-3,-6,1
1606411587094529,-13,-10,-2,-3,-2,-1,2,-6
1606411587108492,-5,-6,0,-4,-3,0,-3,0
1606411587108492,3,6,0,-4,-2,0,-3,1
1606411587115473,-23,-10,-4,-10,0,-5,-6,-8
1606411587115473,18,5,-2,13,-2,-3,1,7
1606411587131430,-10,12,-10,-6,0,1,-6,-4
1606411587131430,-60,-2,22,-16,-3,-4,0,-1
1606411587132428,4,-5,-2,25,2,1,-2,0
1606411587132428,6,-3,-6,-13,-1,-1,-2,0
1606411587154369,-12,-11,-4,0,-2,-3,-4,-2
1606411587154369,27,5,2,3,1,1,4,3
1606411587154369,6,-8,-5,-10,-1,-2,-2,9
1606411587154369,-26,3,2,2,0,-2,-2,-9
1606411587170330,31,1,2,3,2,2,1,1
1606411587170330,16,11,-3,-1,-2,0,3,-5
1606411587176310,4,-9,1,-1,0,0,-1,6
1606411587176310,8,2,-5,4,-1,-1,1,3
1606411587191271,-12,-14,-3,-8,-2,-3,0,-4
1606411587191271,10,0,0,4,-2,-1,-2,-1
1606411587199252,-6,-5,-2,1,0,1,-1,2
1606411587199252,4,0,4,-7,-2,0,1,1
1606411587214212,8,3,-4,-2,7,-2,6,-2
1606411587214212,1,4,1,9,-10,-2,-6,-3
1606411587215210,5,-10,0,-3,0,-1,0,-5
1606411587215210,-2,-1,-2,-11,0,-2,1,4
1606411587228172,7,-2,1,4,1,-2,-4,1
1606411587228172,-11,-6,-5,-2,-1,-1,-3,-6
1606411587236153,5,0,-3,-3,-6,-1,-3,-2
1606411587236153,8,5,0,4,-1,1,10,5
1606411587252115,-16,-4,-5,1,-1,-1,-7,-3
1606411587252115,35,3,-1,-2,-1,2,-1,5
1606411587252115,-7,-5,0,4,-2,-4,-2,-3
1606411587252115,-18,-5,-1,-4,-2,-3,-5,-3
1606411587277042,0,0,2,0,-4,-2,-1,0
1606411587277042,0,6,-1,2,4,0,0,1
1606411587278039,-16,-12,-3,-5,-1,0,-1,-1
1606411587278039,14,-2,-3,-2,1,-1,0,1
1606411587283025,0,3,-2,1,0,0,-3,-2
1606411587283025,-4,-4,-4,1,-1,0,1,-2
1606411587295990,4,-1,-4,-6,0,-2,-2,2
1606411587295990,7,-1,0,2,-2,-1,-2,-5
1606411587304967,-20,2,-3,-14,-5,0,3,-1
1606411587304967,-23,-15,-5,-7,2,1,9,-1
1606411587310950,1,4,-1,15,1,0,0,0
1606411587310950,-10,-5,-3,-9,-5,-1,-4,-7
1606411587325911,2,0,0,2,1,0,-1,-9
1606411587325911,-18,8,3,-1,0,-1,-2,-5
1606411587332892,-10,8,3,-7,-5,3,6,-14
1606411587332892,10,6,1,7,3,4,15,16
1606411587342866,-12,6,2,5,3,-1,-14,4
1606411587342866,3,4,-2,-4,-1,5,0,2
1606411587355830,-7,-8,-3,-2,-1,2,-17,-5
1606411587355830,-1,-1,1,0,-4,-5,-9,-9
1606411587364807,0,9,1,-2,-7,-1,5,-6
1606411587364807,14,7,-4,6,1,-2,-8,3
1606411587370790,3,5,2,-4,0,1,1,2
1606411587370790,-5,-5,-2,-6,0,2,-3,-5
1606411587385751,3,-2,-2,10,-3,-1,-3,-13
1606411587385751,-11,2,1,-2,-4,2,-1,-20
1606411587393729,11,4,1,-6,-1,-1,6,37
1606411587393729,-2,2,7,1,-1,-2,3,-1
1606411587402705,1,-3,-35,-12,0,-1,-1,-1
1606411587402705,11,1,2,-7,-2,0,3,-9
1606411587415672,2,2,-1,4,-2,1,3,-12
1606411587415672,-10,3,5,0,0,3,-2,2
1606411587424648,4,-3,1,1,-2,3,3,11
1606411587424648,-24,-1,-7,3,2,4,9,-18
1606411587430631,-8,7,-3,-6,2,-1,-3,20
1606411587430631,13,6,-3,1,-4,-2,-5,4
1606411587445591,6,-9,7,6,1,5,12,-10
1606411587445591,-12,19,1,4,1,-3,-6,4
1606411587453569,4,3,3,-4,-6,-1,-2,-7
1606411587453569,-9,-1,14,15,7,1,10,3
1606411587462545,-2,2,-5,-15,-9,-1,-18,1
1606411587462545,10,1,3,9,0,1,12,-5
1606411587475511,-7,-8,1,1,2,-2,-5,-9
1606411587475511,31,8,-13,-7,-3,-1,-4,-11
1606411587484487,3,1,8,6,1,-1,2,15
1606411587484487,6,1,3,-8,-1,-1,-2,2
1606411587490471,5,-8,6,7,3,-3,1,-11
1606411587490471,-7,2,-12,0,-2,-1,-2,-5
1606411587505430,-4,-6,1,-5,1,0,2,-11
1606411587505430,14,3,-4,-4,0,1,2,18
1606411587513410,0,-9,-2,-5,-7,-3,-1,2
1606411587513410,-8,-4,-1,11,3,-1,-5,-10
1606411587530364,7,19,9,-3,-1,-3,-3,-8
1606411587530364,3,1,0,-5,3,-2,-1,-3
1606411587536348,-1,-8,-14,4,-1,-4,2,-5
1606411587536348,-1,-11,-17,-14,-7,-1,-5,-9
1606411587559287,-5,30,63,12,4,-2,0,19
1606411587559287,11,-3,-10,-11,-6,3,-6,19
1606411587560284,-6,-6,3,-5,1,-2,2,-23
1606411587560284,-7,-5,-9,0,-3,-2,-3,6
1606411587566271,-2,-2,-11,5,2,0,2,-50
1606411587566271,5,11,16,-7,-6,1,-3,41
1606411587581239,3,2,1,-6,-2,1,2,16
1606411587581239,-1,-5,9,8,4,1,0,0
1606411587588212,-5,-15,-25,-18,-6,-1,-1,-14
1606411587588212,0,-1,14,13,3,1,-2,-13
1606411587596192,-8,-14,-38,7,5,1,-1,-6
1606411587596192,-1,4,54,-7,0,-1,-2,6
1606411587611163,5,-3,-16,-5,-1,1,1,15
1606411587611163,0,1,-4,1,0,-3,-3,-10
1606411587612146,-8,-10,-3,-6,3,-3,-2,3
1606411587612146,-2,3,-7,-3,-3,0,0,-9
1606411587626112,2,-4,-8,-3,1,-2,1,12
1606411587626112,3,1,-9,7,1,0,3,-2
1606411587633092,-2,-3,11,-7,-3,-1,-2,-3
1606411587633092,-1,-2,-11,-4,-1,0,-4,0
1606411587648050,0,-3,-6,-23,-4,1,2,0
1606411587648050,0,0,4,10,14,-3,-1,-10
1606411587656031,1,2,12,50,10,-1,3,3
1606411587656031,0,4,-18,-72,-19,-3,4,3
1606411587672985,0,5,22,93,34,9,0,6
1606411587672985,1,-9,-10,-40,-14,-5,0,-5
1606411587673982,-3,-4,8,-29,3,-3,-1,2
1606411587673982,-1,-1,-19,9,-2,2,-1,0
1606411587685951,0,2,-12,-35,-19,-21,0,-2
1606411587685951,0,0,-8,40,4,32,-2,-2
1606411587701906,0,-4,-6,-3,-17,-16,-3,0
1606411587701906,-1,-1,5,14,16,11,3,1
1606411587724847,0,0,0,0,-2,-12,-5,0
1606411587724847,0,-5,-13,-32,-12,1,2,-3
1606411587725846,-1,-8,5,5,4,3,-2,3
1606411587725846,-1,-2,0,3,-6,-13,-3,-1
1606411587731828,-3,3,-14,-42,0,12,-2,-3
1606411587731828,-1,4,25,49,0,-27,1,-1
1606411587732827,-1,-1,-4,-20,-3,-17,-2,0
1606411587732827,-2,2,-6,-13,-1,56,2,-2
1606411587745791,0,-8,7,-16,-4,-7,-2,-1
1606411587745791,-2,-1,-22,-31,-9,-40,-4,-4
1606411587753769,-1,2,24,66,16,38,-1,1
1606411587753769,0,2,-12,-3,2,-36,-4,1
1606411587768727,1,5,1,-13,-1,30,5,3
1606411587768727,-3,-4,1,14,-6,-8,-4,-4
1606411587775711,0,-4,-4,-59,-5,21,0,0
1606411587775711,-3,-5,11,69,11,-24,-4,-1
1606411587792667,1,0,-5,-8,-9,16,2,0
1606411587792667,0,4,0,-15,8,-28,-8,-3
1606411587793677,0,-4,-7,-10,11,28,0,1
1606411587793677,-1,1,3,-9,-3,6,-2,-4
1606411587807624,-1,2,-1,3,-8,-3,2,-3
1606411587807624,0,-1,-3,24,-10,-12,-5,-5
1606411587813609,1,-3,-24,-48,0,-20,2,3
1606411587813609,0,-2,9,-29,-12,54,11,2
1606411587828567,-2,-10,-15,61,10,-93,-16,0
1606411587828567,0,12,11,-23,-3,92,21,2
1606411587835549,-1,-5,-2,7,8,7,-7,-2
1606411587835549,-2,-1,-9,9,-3,-29,-2,0
1606411587850508,0,1,45,-7,-7,-2,2,-1
1606411587850508,3,2,-12,14,10,26,13,0
1606411587858487,-2,-8,-1,-9,-9,-17,-3,-1
1606411587858487,-2,7,4,-2,-4,26,0,-2
1606411587865468,1,4,-6,1,1,-6,-3,-1
1606411587865468,-4,-11,6,-3,-7,-36,-11,0
1606411587873446,-1,5,7,-16,-1,1,5,1
1606411587873446,3,12,0,58,15,28,10,-1
1606411587888410,1,1,9,-32,-1,4,1,0
1606411587888410,-3,-5,-12,0,-3,-10,-5,-2
1606411587895388,-2,-10,-11,-1,-8,-11,-9,-2
1606411587895388,-2,-1,5,-18,3,-75,-10,0
1606411587911346,-3,3,-12,0,1,52,24,0
1606411587911346,2,-3,5,-18,-8,-13,-4,0
1606411587919324,-3,-4,16,43,10,22,-6,-2
1606411587919324,-4,-3,-7,0,3,-20,-6,-3
1606411587926306,-2,3,-18,-34,-8,3,-8,-3
1606411587926306,-4,-3,0,42,4,3,-2,1
1606411587933287,-1,-6,-4,-39,-11,-35,-1,-1
1606411587933287,1,-1,5,-8,-10,14,4,-3
1606411587948249,-1,0,-2,17,26,1,-7,-1
1606411587948249,2,3,2,-14,-5,7,9,0
1606411587964208,-2,-4,1,9,2,25,5,2
1606411587964208,-4,0,11,-6,-4,-43,-6,-2
1606411587971188,-2,4,-15,6,-10,16,3,-4
1606411587971188,1,-3,-1,-9,0,-1,-4,1
1606411587979168,1,-8,-2,14,-11,-11,-3,-2
1606411587979168,1,-1,-10,-6,-5,3,0,2
1606411588002105,-3,-1,2,9,-10,-16,-1,-2
1606411588002105,-3,-2,8,22,6,-4,-5,3
1606411588003101,-1,1,-16,-16,4,6,2,5
1606411588003101,0,-5,2,-51,-5,-11,-2,1
1606411588008089,4,5,-12,24,10,3,-3,-4
1606411588008089,0,0,2,-24,3,22,-6,-3
1606411588016068,-2,-8,7,18,-7,-25,-7,-2
1606411588016068,2,4,-2,26,5,7,3,-2
1606411588031030,8,5,21,7,-11,4,0,0
1606411588031030,-3,-9,-16,-27,-11,-18,-6,0
1606411588039005,-9,-12,2,8,2,-4,2,-1
1606411588039005,-1,-1,4,-20,-2,2,-3,-2
1606411588053968,-5,4,-24,-23,-9,-1,0,-2
1606411588053968,0,-4,22,46,12,8,1,-2
1606411588054963,2,-3,-33,5,-4,-13,-3,1
1606411588054963,-4,7,22,20,1,2,-1,-1
1606411588068925,-4,6,3,-10,-3,2,3,-2
1606411588068925,-2,-2,-1,-11,2,6,-3,1
1606411588083887,2,-4,0,-20,13,-2,1,-1
1606411588083887,0,1,6,11,-2,11,1,-4
1606411588090870,-7,-6,-4,15,4,-7,-1,1
1606411588090870,0,-1,-8,-37,-8,-7,-3,-2
1606411588098846,2,1,6,13,-5,4,0,0
1606411588098846,2,-2,-18,-13,1,4,0,-2
1606411588113808,0,-2,4,-20,-8,-1,-3,3
1606411588113808,2,3,6,52,-5,-1,-1,-1
1606411588114806,-3,-7,-7,-9,0,-5,-3,-3
1606411588114806,1,4,1,-21,1,-3,0,0
1606411588128767,-4,-6,-14,24,3,4,-2,-1
1606411588128767,12,4,-13,-56,-4,-1,1,-2
1606411588135747,1,10,19,31,-3,-10,-1,-5
1606411588135747,-3,-4,-22,-13,-4,4,-1,-2
1606411588150708,-2,-1,-1,-3,-1,6,4,-2
1606411588150708,-1,0,4,21,4,-9,-2,2
1606411588158688,-6,-5,0,-14,3,5,4,-2
1606411588158688,-3,-14,1,7,3,8,-1,2
1606411588182623,19,19,7,-17,-4,-1,-2,3
1606411588182623,-11,-14,2,10,2,-4,-2,-2
1606411588182623,1,-4,-5,28,2,-7,-5,-1
1606411588182623,-3,3,2,-16,-1,5,-1,0
1606411588196584,-1,1,20,29,3,-4,-1,1
1606411588196584,0,-5,-14,-28,-6,-1,-1,-1
1606411588197581,-2,-4,19,-6,-1,-2,-2,-1
1606411588197581,2,6,-2,17,0,-2,0,-1
1606411588220522,-5,1,23,5,3,-1,-1,-4
1606411588220522,-4,-3,-35,-23,-8,-4,1,2
1606411588221521,0,-2,7,14,11,-1,-3,-1
1606411588221521,-1,2,-5,-9,0,-1,1,-1
1606411588242461,-3,-3,0,11,-1,-2,-3,-1
1606411588242461,-2,0,27,-6,5,4,3,1
1606411588243458,4,0,-19,10,-6,-2,1,0
1606411588243458,0,-3,-3,-23,-8,0,-1,-2
1606411588256425,-3,2,-2,69,10,1,0,-3
1606411588256425,-2,-6,-2,-38,0,-3,-2,0
1606411588257421,-1,-6,4,4,-3,-2,-3,0
1606411588257421,2,5,9,8,-3,-2,1,-2
1606411588279364,-4,-2,-16,-25,-5,1,-2,-1
1606411588279364,-1,1,15,36,8,0,1,2
1606411588280359,-6,-3,21,-41,-9,-3,1,1
1606411588280359,9,6,-44,36,-2,-1,-1,-2
1606411588303300,-2,-1,2,-12,-3,-5,-3,-2
1606411588303300,-2,-5,-5,-4,8,-5,1,-1
1606411588303300,0,-4,4,7,-1,12,0,0
1606411588303300,-2,2,-3,-13,-2,-1,0,-1
1606411588316266,0,-3,5,2,-4,-2,3,0
1606411588316266,1,2,1,13,0,-2,-4,-1
1606411588317262,1,-3,0,9,-1,-6,-2,1
1606411588317262,-2,0,-3,5,2,1,-4,1
1606411588340201,0,-1,-14,-14,-3,1,-1,-1
1606411588340201,-4,-6,19,-22,-2,0,-3,-2
1606411588340201,4,6,-13,11,-2,-3,-2,2
1606411588340201,-10,-5,-2,-17,5,3,1,-7
1606411588362140,-2,4,22,34,2,-3,-1,-2
1606411588362140,-1,-1,-12,-11,-6,-1,-1,1
1606411588363138,-4,-3,-7,-15,-3,-6,0,-1
1606411588363138,3,4,13,0,-3,-1,-2,1
1606411588377101,5,-7,-35,-19,0,1,-1,0
1606411588377101,0,-2,6,23,6,1,0,1
1606411588378098,-6,-9,-1,-9,5,-2,-1,1
1606411588378098,5,2,-6,-62,-13,-5,-1,1
1606411588400039,-3,-6,11,-9,-2,0,1,2
1606411588400039,0,-8,-13,17,0,-4,-6,2
1606411588401037,2,-8,-6,-10,1,0,-3,-2
1606411588401037,-4,-3,7,4,-4,-7,-2,-3
1606411588421981,-1,-3,1,6,0,-1,-2,-1
1606411588421981,-1,-8,-20,-32,-6,-5,-3,-1
1606411588422978,-2,-7,2,1,-3,-1,-1,0
1606411588422978,-6,-6,7,22,6,-1,-5,-3
1606411588436941,13,2,-9,-7,-1,0,0,-1
1606411588436941,-8,-15,14,10,1,-2,-3,-4
1606411588436941,2,-8,-9,-1,-4,-2,-2,-2
1606411588436941,-4,-1,2,15,1,-2,-1,-3
1606411588459881,-4,1,0,-17,-2,2,1,-3
1606411588459881,-1,0,9,-3,0,-1,-2,0
1606411588460878,2,1,10,10,1,-3,-1,-3
1606411588460878,-2,-5,-30,18,-2,0,0,1
1606411588481821,-7,-1,-9,-57,-7,4,0,1
1606411588481821,0,-1,16,79,12,2,0,-1
1606411588482819,-2,-3,-25,-16,-10,-5,-2,-4
1606411588482819,-1,6,24,18,5,4,3,-1
1606411588496780,-10,-8,-15,-7,-8,-2,-1,-2
1606411588496780,0,-3,-18,-14,-2,2,1,-3
1606411588497778,-1,2,10,-18,1,0,2,0
1606411588497778,5,-4,-2,8,-3,1,1,-2
1606411588527697,-2,6,11,51,6,-2,-3,-1
1606411588527697,0,-8,0,-44,-9,-2,-1,1
1606411588527697,0,8,-1,15,1,0,-2,-4
1606411588527697,-2,0,-10,-25,-9,-1,-1,-3
1606411588542658,-3,4,11,8,5,1,0,0
1606411588542658,-2,-4,-11,-10,-4,-2,0,1
1606411588542658,-14,-8,-3,7,0,-3,0,0
1606411588542658,1,3,7,-5,2,0,1,-1
1606411588556621,-2,2,-3,-1,3,2,3,-1
1606411588556621,-1,-2,0,2,0,-1,-2,1
1606411588557618,2,-1,-7,-23,-5,-3,0,-2
1606411588557618,-5,0,9,28,4,-1,-1,0
1606411588579562,-4,-9,5,-6,0,0,0,-3
1606411588579562,-1,-2,-13,-23,-2,-1,0,-1
1606411588580557,-2,0,0,9,1,1,0,1
1606411588580557,-5,0,19,12,3,0,1,-1
1606411588602498,7,4,-30,-30,-6,-1,0,-2
1606411588602498,1,-3,5,3,-3,-5,0,-1
1606411588603495,1,-4,-1,34,2,-5,-2,-3
1606411588603495,-1,4,2,-4,-3,-1,-1,0
1606411588616464,-4,0,4,-3,6,1,-1,0
1606411588616464,-2,-2,9,5,-1,-2,-2,-4
1606411588617459,0,3,-3,6,1,2,-2,1
1606411588617459,0,-1,-11,-5,-4,1,0,-1
1606411588639399,-1,-1,-4,-4,-2,-2,-1,0
1606411588639399,0,-3,1,11,0,-2,1,1
1606411588640396,6,3,7,-5,2,1,1,-1
1606411588640396,-2,-1,-6,-4,0,1,1,-1
1606411588662338,-1,-1,0,-24,-6,0,-1,-2
1606411588662338,-8,-6,1,25,5,-3,-4,-1
1606411588663336,0,1,-20,-20,-2,3,0,0
1606411588663336,6,6,-10,-24,0,1,0,0
1606411588676300,-3,0,5,3,-2,-2,2,-2
1606411588676300,6,-7,-9,25,1,0,-3,-1
1606411588677297,-1,1,5,-16,-1,-2,1,-1
1606411588677297,-3,-2,-2,4,-6,-3,-2,-2
1606411588700238,3,7,27,32,0,-1,-3,-1
1606411588700238,-4,-3,-25,-25,-1,-1,-3,2
1606411588700238,3,-2,-3,2,3,1,1,1
1606411588700238,-1,1,0,0,-2,-2,0,-3
1606411588722178,-4,-1,-1,-28,-5,0,-2,0
1606411588722178,-2,-2,11,52,7,-3,-1,0
1606411588723175,0,-3,-4,-20,-8,-3,-4,-1
1606411588723175,-1,1,0,-2,0,-1,1,-1
1606411588736140,-1,3,-9,-12,1,-1,-2,0
1606411588736140,5,2,-5,-15,-3,0,-2,-1
1606411588744119,0,0,0,-2,-2,-1,2,-2
1606411588744119,2,0,7,10,1,-1,-2,0
1606411588760077,1,2,-10,7,1,-1,-1,-4
1606411588760077,-1,-1,6,-9,2,2,-1,1
1606411588760077,0,2,10,13,-2,-4,-1,-2
1606411588760077,-3,-1,-10,-10,1,1,1,-1
1606411588782020,0,-3,-5,1,0,-2,1,1
1606411588782020,0,-6,1,-14,-5,-2,-1,0
1606411588783015,-2,3,-10,-7,2,0,-1,1
1606411588783015,1,2,0,-6,-2,2,-1,-1
1606411588795981,-4,0,3,15,-3,-2,-5,-2
1606411588795981,-2,-7,-25,-72,-8,-2,2,3
1606411588804957,-1,3,32,85,8,0,-2,-2
1606411588804957,1,-1,2,6,1,-3,0,-3
1606411588819919,6,4,-3,3,-3,0,2,0
1606411588819919,-2,-5,6,4,1,-4,-2,-1
1606411588820915,-2,1,-11,-15,-2,3,1,-2
1606411588820915,-2,3,6,3,1,-1,0,0
1606411588841858,-1,-2,3,10,-3,0,1,-3
1606411588841858,0,-3,11,2,2,2,-1,0
1606411588843854,1,4,0,-23,1,-1,-1,-4
1606411588843854,-3,3,6,11,-2,1,-1,-3
1606411588855821,-1,4,-13,-15,0,0,-1,0
1606411588855821,-1,-9,3,4,0,-3,-4,-3
1606411588864797,2,0,-2,-23,-3,2,2,-2
1606411588864797,-1,-1,-10,-20,-3,-1,-1,0
1606411588879759,1,2,15,-1,-2,-3,0,0
1606411588879759,-8,-9,1,24,8,-1,-1,1
1606411588881751,2,9,-10,-5,-2,-2,-1,-2
1606411588881751,-2,-2,-6,-8,-5,-1,1,-2
1606411588902695,0,0,-5,-9,-2,1,0,-2
1606411588902695,-2,-7,-6,0,2,-1,-3,-2
1606411588903693,-1,2,6,-5,-1,0,0,0
1606411588903693,0,0,-6,39,2,3,0,1
1606411588915663,-5,-1,1,-6,1,-1,0,0
1606411588915663,2,-2,0,-1,-7,-3,0,1
1606411588924638,-3,-3,-4,-12,-5,-2,-2,-1
1606411588924638,0,3,7,-9,3,0,0,-1
1606411588939596,0,-1,1,7,-2,1,-2,0
1606411588939596,1,-3,-4,-6,0,-1,-4,0
1606411588941592,-9,-6,6,6,1,1,2,-2
1606411588941592,-1,3,-1,-11,-5,-4,-1,-2
1606411588962536,-5,-7,-8,-9,3,-2,-1,-1
