Time Stamp,Right Hand X Pos,Right Hand Y Pos,Right Hand Z Pos, Left Hand X Pos,Left Hand Y Pos,Left Hand Z Pos
1604515617,0.2665141,0.03207266,1.349506,-0.3915326,-0.01685474,1.328093
1604515617,0.2674518,-0.03261805,1.355318,-0.383521,-0.01499542,1.326312
1604515617,0.2701991,-0.02482349,1.352442,-0.3748869,-0.01580944,1.325177
1604515617,0.2763596,0.0343254,1.339275,-0.366587,-0.01802229,1.323993
1604515617,0.2765019,0.034242,1.339119,-0.3560557,-0.02535048,1.324534
1604515617,0.2769646,0.03418438,1.338847,-0.3481708,-0.0174109,1.322394
1604515617,0.277328,0.03453762,1.338641,-0.3318285,0.04842898,1.315115
1604515617,0.2799041,-0.02661287,1.345634,-0.3315116,0.04834097,1.315449
1604515617,0.2816038,0.03161058,1.344254,-0.331144,0.04849175,1.3164
1604515617,0.2815083,0.01696567,1.346823,-0.3309033,0.04896984,1.317913
1604515617,0.2817354,0.02117826,1.34664,-0.3309511,0.04979946,1.319673
1604515617,0.2818432,0.02340697,1.346417,-0.3311618,0.05018193,1.320552
1604515617,0.2822854,0.03699011,1.344243,-0.3382117,-0.000824392,1.31778
1604515617,0.2817392,0.03639381,1.34443,-0.3374386,0.05402699,1.316717
1604515617,0.2805352,0.03586625,1.344405,-0.3382319,0.05414265,1.316096
1604515617,0.2781983,0.03885356,1.343423,-0.3403204,0.05412574,1.314168
1604515617,0.2757094,0.03709194,1.342918,-0.3437972,0.05455901,1.311375
1604515617,0.2720579,0.03579468,1.341422,-0.3466654,0.05431006,1.308592
1604515617,0.2678625,0.03499608,1.339263,-0.3532366,0.05411694,1.304967
1604515617,0.264043,0.03457466,1.336675,-0.3574853,0.05415581,1.302649
1604515617,0.2595392,0.03513345,1.334263,-0.3623791,0.05575318,1.300606
1604515617,0.255117,0.03551668,1.331518,-0.3675717,0.05826914,1.298662
1604515617,0.2482151,0.03631045,1.329197,-0.3724862,0.0589368,1.296495
1604515617,0.2431763,0.04452236,1.326718,-0.3776389,0.06006522,1.294372
1604515617,0.239618,0.04719174,1.324787,-0.3821754,0.06097439,1.292338
1604515617,0.236615,0.04897088,1.323186,-0.3872481,0.05980609,1.290123
1604515617,0.2314344,0.04971342,1.320614,-0.3904709,0.06102525,1.288859
1604515617,0.2283331,0.04986328,1.318866,-0.3957589,0.05525336,1.284604
1604515617,0.2255746,0.04634327,1.317907,-0.4130325,0.006687298,1.275653
1604515617,0.2252758,0.04978003,1.316331,-0.4163334,0.06260715,1.278571
1604515618,0.2289418,0.05454795,1.313568,-0.4165549,0.06238544,1.278521
1604515618,0.2451052,0.05767059,1.312017,-0.4175803,0.06192569,1.278168
1604515618,0.2724218,0.06469108,1.312575,-0.4204853,0.06168962,1.277679
1604515618,0.303554,0.05213724,1.317526,-0.4239299,0.06145808,1.276974
1604515618,0.3272882,0.06528132,1.323345,-0.4275138,0.06127944,1.276495
1604515618,0.3487993,0.06501304,1.332057,-0.4334533,0.06067198,1.275234
1604515618,0.3716071,0.06179446,1.342951,-0.436797,0.06074456,1.274955
1604515618,0.4016353,0.05577885,1.351252,-0.4404686,0.06073338,1.274611
1604515618,0.4249342,0.04915164,1.359401,-0.4449156,0.05994172,1.274576
1604515618,0.4365733,0.02391102,1.366994,-0.4490488,0.06009723,1.274518
1604515618,0.4862178,0.03727069,1.382052,-0.4522611,0.05994494,1.274486
1604515618,0.4593355,-0.01539899,1.389571,-0.4546219,0.05996598,1.27471
1604515618,0.4516663,-0.03265391,1.391558,-0.4573975,0.05989496,1.274806
1604515618,0.4543315,-0.04794916,1.395039,-0.4605629,0.05893064,1.274928
1604515618,0.4554593,-0.0625202,1.398358,-0.4630417,0.05834901,1.27518
1604515618,0.455583,-0.07502846,1.400664,-0.4647726,0.05804488,1.275263
1604515618,0.4546966,-0.08622126,1.402783,-0.4663036,0.05763455,1.275293
1604515618,0.4534544,-0.09459719,1.403358,-0.4673307,0.05735245,1.27534
1604515618,0.4524206,-0.09904753,1.40344,-0.4680877,0.05729992,1.275305
1604515618,0.4515145,-0.1017131,1.402789,-0.4691895,0.05696042,1.275004
1604515618,0.4509165,-0.1030349,1.401859,-0.4698493,0.05686197,1.274726
1604515618,0.4504416,-0.1028455,1.400668,-0.4702118,0.05694462,1.274585
1604515618,0.45015,-0.0995609,1.39832,-0.4704211,0.05723642,1.274354
1604515618,0.4492958,-0.09315979,1.395732,-0.4708341,0.05756455,1.274507
1604515618,0.4477469,-0.07963379,1.391249,-0.4711535,0.05778535,1.274553
1604515618,0.444446,-0.06364435,1.386342,-0.4713207,0.05799808,1.27454
1604515618,0.4304635,-0.02604486,1.381227,-0.4712662,0.05823726,1.274555
1604515618,0.419756,-0.00873087,1.377629,-0.4702212,0.05920113,1.274716
1604515618,0.3849687,0.004597768,1.368766,-0.4696892,0.0594684,1.274677
1604515618,0.3868461,0.07361317,1.368225,-0.4684332,0.06002562,1.274598
1604515619,0.3686411,0.07805916,1.364016,-0.467299,0.06039288,1.274305
1604515619,0.3276063,0.08264129,1.353125,-0.4654234,0.06066794,1.273955
1604515619,0.3088712,0.08534423,1.349243,-0.4636071,0.06072882,1.273729
1604515619,0.2586288,0.07792082,1.333192,-0.4608719,0.06125931,1.273407
1604515619,0.2301221,0.0762829,1.330276,-0.4578891,0.06170964,1.273337
1604515619,0.2003225,0.02428161,1.327364,-0.4549719,0.06170693,1.273234
1604515619,0.1753233,0.06969333,1.321803,-0.4520415,0.06222369,1.273519
1604515619,0.1698981,0.06877914,1.320116,-0.4485787,0.06261642,1.273754
1604515619,0.1586853,0.06621388,1.314726,-0.4461772,0.06305051,1.273809
1604515619,0.1538373,0.0649809,1.310993,-0.4438405,0.06348559,1.273855
1604515619,0.150336,0.06404112,1.307158,-0.4417545,0.06381064,1.273714
1604515619,0.1492749,0.06352866,1.304988,-0.4393937,0.06382942,1.273464
1604515619,0.149022,0.06368226,1.303844,-0.4377649,0.06354009,1.273256
1604515619,0.1490975,0.06378081,1.303184,-0.4363377,0.06340583,1.273116
1604515619,0.1493966,0.06366128,1.302715,-0.4344441,0.06384337,1.273573
1604515619,0.1502815,0.06358714,1.302382,-0.4341269,0.06424821,1.273965
1604515619,0.1509423,0.06347113,1.302219,-0.4353462,0.06592686,1.275964
1604515619,0.1520268,0.06364769,1.302235,-0.4409114,0.06886507,1.280488
1604515619,0.1536305,0.06383927,1.302592,-0.4620225,0.06081401,1.289686
1604515619,0.1793722,0.00648421,1.3091,-0.4790157,0.06359007,1.294251
1604515619,0.1663845,0.06345724,1.306374,-0.5185702,0.07557392,1.300424
1604515619,0.1664436,0.06364716,1.306515,-0.5345991,0.07300724,1.300417
1604515619,0.1666622,0.06376036,1.306652,-0.5652404,0.06430131,1.302009
1604515619,0.1673708,0.06401359,1.307096,-0.5919448,0.0654629,1.300017
1604515619,0.1678623,0.06454651,1.307635,-0.6057901,0.02935024,1.304214
1604515619,0.1683473,0.06471018,1.308001,-0.6055818,0.00911459,1.307466
1604515619,0.1686174,0.06491848,1.308248,-0.6070997,-0.007974194,1.310975
1604515619,0.1690585,0.06494785,1.308507,-0.6204655,-0.03301168,1.314218
1604515619,0.1696979,0.06499009,1.30894,-0.6217585,-0.04718344,1.315682
1604515619,0.1703315,0.06524193,1.309475,-0.6219172,-0.06161628,1.317154
1604515620,0.1707322,0.06546357,1.309934,-0.6221423,-0.07020381,1.317756
1604515620,0.1716057,0.06560557,1.310602,-0.6221594,-0.080258,1.317669
1604515620,0.1726794,0.06550215,1.311288,-0.6218713,-0.08977937,1.317823
1604515620,0.1736456,0.06546906,1.312125,-0.6218277,-0.09707192,1.317374
1604515620,0.1744166,0.06563457,1.312906,-0.6211908,-0.1076125,1.316424
1604515620,0.1751117,0.06539366,1.313589,-0.6200663,-0.1172309,1.315896
1604515620,0.1952514,0.0134933,1.319226,-0.6189122,-0.1247794,1.315469
1604515620,0.1786688,0.06651718,1.3192,-0.6181118,-0.1286816,1.315418
1604515620,0.1786275,0.06666497,1.319173,-0.6175887,-0.1300456,1.315326
1604515620,0.1785107,0.06678522,1.319077,-0.6166458,-0.1301846,1.315338
1604515620,0.1782784,0.0672029,1.318882,-0.6164111,-0.12932,1.315
1604515620,0.1780238,0.06738663,1.318618,-0.6167344,-0.1268521,1.313976
1604515620,0.1769437,0.06755242,1.318103,-0.6175297,-0.1212059,1.311485
1604515620,0.1757805,0.06741628,1.317304,-0.6083446,-0.07997797,1.299678
1604515620,0.1738953,0.06716733,1.316543,-0.5961964,-0.03490249,1.286283
1604515620,0.1724459,0.06627524,1.31563,-0.5896398,0.01039924,1.274907
1604515620,0.1715403,0.06542327,1.315115,-0.5651808,0.02721088,1.275836
1604515620,0.1706383,0.06437755,1.314698,-0.5234798,0.06418072,1.275146
1604515620,0.1862795,-0.003760308,1.299425,-0.4838456,0.07338668,1.274861
1604515620,0.1866117,-0.00497815,1.300055,-0.4488033,0.04556427,1.279535
1604515620,0.1872679,-0.006764412,1.300791,-0.417829,0.02087367,1.278744
1604515620,0.1875412,-0.008958235,1.301912,-0.4029817,0.02396704,1.27691
1604515620,0.188126,-0.01947792,1.305311,-0.3854741,0.003504068,1.270932
1604515620,0.1869685,-0.02416322,1.306228,-0.3859906,0.002817526,1.270537
1604515620,0.1859916,-0.02684519,1.306421,-0.3867581,-0.03175619,1.279498
1604515620,0.1833107,-0.0290563,1.30578,-0.3867881,-0.02976627,1.273508
1604515620,0.177031,-0.03239714,1.298468,-0.3861557,-0.02987671,1.271089
1604515620,0.1721383,-0.02799091,1.293942,-0.3847893,-0.02976038,1.268636
1604515620,0.1649495,-0.02665719,1.285424,-0.3833295,-0.0296723,1.266077
1604515620,0.1581831,-0.02466601,1.279541,-0.3815913,-0.02873296,1.262585
1604515621,0.149201,-0.02319868,1.268683,-0.3798503,-0.02837879,1.260078
1604515621,0.1410609,-0.02278131,1.255974,-0.3635446,0.046871,1.243144
1604515621,0.1267825,-0.02999885,1.23465,-0.3669382,-0.007829458,1.247886
1604515621,0.1245116,-0.02496694,1.22678,-0.3616459,0.04576856,1.233882
1604515621,0.1250039,-0.02592015,1.20887,-0.3608788,0.04528129,1.233593
1604515621,0.1258384,-0.0253014,1.190251,-0.3598643,0.04486388,1.232559
1604515621,0.1265189,-0.02012782,1.167048,-0.3580336,0.04307296,1.230289
1604515621,0.1282788,-0.01468294,1.14412,-0.3567916,0.04105196,1.227753
1604515621,0.1293472,-0.003089437,1.11796,-0.3554655,0.03977047,1.226014
1604515621,0.1314323,0.002173318,1.094425,-0.3544106,0.03891701,1.224527
1604515621,0.1339919,0.01810816,1.055837,-0.3534159,0.0385006,1.223487
1604515621,0.1357052,0.02405666,1.038666,-0.3394012,0.02417868,1.231316
1604515621,0.1440956,0.01689574,1.021928,-0.3470549,0.0250885,1.222908
1604515621,0.1516327,0.01309851,1.008358,-0.3490392,0.005173504,1.23041
1604515621,0.15625,0.03522768,0.96043,-0.3489264,0.006639093,1.230023
1604515621,0.1641406,0.03321922,0.9416254,-0.3482152,0.0124339,1.227883
1604515621,0.1725819,0.02689855,0.9304031,-0.3479561,0.01610368,1.226613
1604515621,0.1794577,0.01989212,0.9239343,-0.3483158,0.01650688,1.226727
1604515621,0.1866365,0.002969243,0.9338742,-0.3492544,0.01681864,1.227029
1604515621,0.1963476,-0.01359533,0.9285101,-0.3507633,0.01715179,1.227502
1604515621,0.2014937,-0.02173696,0.9291852,-0.3527092,0.01750776,1.228072
1604515621,0.2058952,-0.02646989,0.9269105,-0.3541778,0.01772642,1.228415
1604515621,0.2270435,-0.02945219,0.9039479,-0.3626124,-0.0187978,1.239693
1604515621,0.2304789,-0.04546561,0.898901,-0.3613276,0.0180295,1.228507
1604515621,0.2306645,-0.04636107,0.8977107,-0.3612536,0.01808681,1.228517
1604515621,0.2295985,-0.04782083,0.8969804,-0.3596689,-0.01541347,1.236161
1604515621,0.2136994,-0.04963051,0.9282938,-0.3594158,-0.01585039,1.23622
1604515621,0.2128649,-0.05057301,0.9299788,-0.3537309,0.01736516,1.226803
1604515621,0.2129981,-0.05101622,0.9283298,-0.3536135,0.01723263,1.226738
1604515621,0.2124763,-0.05190807,0.9280755,-0.3534616,0.01700908,1.226536
1604515622,0.2112009,-0.05343326,0.928142,-0.3520257,-0.04481867,1.242148
1604515622,0.2046963,-0.06135659,0.9318711,-0.3520639,-0.04482251,1.242024
1604515622,0.2031856,-0.06196488,0.9352677,-0.3520855,-0.04497498,1.241534
1604515622,0.2106499,-0.05173531,0.9043268,-0.3519764,-0.04557113,1.240369
1604515622,0.1957185,-0.0557721,0.9347559,-0.3531064,0.01058476,1.210544
1604515622,0.1833312,-0.07072598,0.9530216,-0.355355,-0.05923566,1.227733
1604515622,0.185193,-0.06926367,0.9380078,-0.3613769,-0.01936389,1.195424
1604515622,0.1797572,-0.08407864,0.9972194,-0.3645049,-0.02122306,1.190121
1604515622,0.1771948,-0.08934079,1.006031,-0.3711514,-0.02639713,1.174686
1604515622,0.1746574,-0.09893233,1.022321,-0.3789706,-0.03423313,1.155896
1604515622,0.1743343,-0.1072524,1.029583,-0.384825,-0.04658329,1.13664
1604515622,0.174898,-0.1285228,1.034849,-0.3915003,-0.07357509,1.118085
1604515622,0.1715172,-0.1693278,1.041745,-0.3914344,-0.1281737,1.123946
1604515622,0.1644873,-0.1958474,1.023813,-0.3975217,-0.1346634,1.091481
1604515622,0.1635101,-0.2067005,0.9784581,-0.3991429,-0.1579367,1.08303
1604515622,0.2066195,-0.2291568,1.143849,-0.3905883,-0.1881342,1.113672
1604515622,0.1971019,-0.2464909,1.098514,-0.3910977,-0.2204523,1.080418
1604515622,0.1988784,-0.2827331,1.105271,-0.3916968,-0.2810224,1.174847
1604515622,0.1986559,-0.2921393,1.113774,-0.3919517,-0.2849592,1.167902
1604515622,0.1979622,-0.3081751,1.121552,-0.3751888,-0.3007503,1.163998
1604515622,0.193116,-0.32582,1.137012,-0.3640319,-0.3177811,1.157729
1604515622,0.188693,-0.3401938,1.156287,-0.3583232,-0.3263401,1.15899
1604515622,0.1842089,-0.3509596,1.185888,-0.3488092,-0.3370592,1.17917
1604515622,0.1815589,-0.3540483,1.208064,-0.3421103,-0.3458054,1.201193
1604515622,0.1585791,-0.373683,1.229678,-0.331628,-0.3547587,1.224998
1604515622,0.1576834,-0.3471869,1.273802,-0.3264942,-0.3327834,1.274629
1604515622,0.1549409,-0.3466485,1.276235,-0.3251447,-0.3328045,1.278678
1604515622,0.1520801,-0.328244,1.30241,-0.3220645,-0.3285063,1.292161
1604515622,0.1318354,-0.3004033,1.318291,-0.3187559,-0.3183242,1.304447
1604515622,0.1296978,-0.3406425,1.285547,-0.315872,-0.3148061,1.306541
1604515623,0.1303815,-0.3377483,1.286629,-0.3155616,-0.3108646,1.30797
1604515623,0.1300829,-0.3366428,1.285914,-0.3153813,-0.3086723,1.307753
1604515623,0.1289156,-0.3035911,1.314046,-0.3152801,-0.3077123,1.307054
1604515623,0.1311454,-0.3427525,1.282689,-0.3149543,-0.3077759,1.306105
1604515623,0.1325196,-0.3476144,1.283059,-0.3162045,-0.3085524,1.304817
1604515623,0.1310484,-0.3518089,1.280012,-0.3254145,-0.3152781,1.298719
1604515623,0.1317381,-0.3529309,1.279569,-0.3237565,-0.3143641,1.29564
1604515623,0.1320469,-0.3519678,1.279645,-0.3249771,-0.3145834,1.294254
1604515623,0.1304246,-0.3510663,1.279367,-0.3240925,-0.3138445,1.29251
1604515623,0.1306664,-0.3518773,1.278775,-0.3264354,-0.3157096,1.29207
1604515623,0.1314957,-0.3533905,1.278301,-0.326826,-0.3164001,1.291951
1604515623,0.1320271,-0.354159,1.277856,-0.3253595,-0.3158488,1.291101
1604515623,0.1323531,-0.3551601,1.277155,-0.3249553,-0.315964,1.290961
1604515623,0.1323257,-0.3556644,1.276522,-0.32723,-0.3181286,1.292034
1604515623,0.1327634,-0.356157,1.276153,-0.3263105,-0.3172923,1.291397
1604515623,0.1722854,-0.32056,1.312933,-0.3277364,-0.3185517,1.291825
1604515623,0.1365116,-0.3576,1.27378,-0.3266624,-0.3177075,1.291095
1604515623,0.1725234,-0.3199539,1.310879,-0.3279889,-0.3189836,1.291422
1604515623,0.1370862,-0.3576697,1.271708,-0.3286704,-0.319483,1.291691
1604515623,0.1367951,-0.3581389,1.271196,-0.3296944,-0.3201687,1.29184
1604515623,0.1364865,-0.3583914,1.270763,-0.3300117,-0.3206322,1.291895
1604515623,0.1362765,-0.3586754,1.270416,-0.3306025,-0.3212183,1.292226
1604515623,0.136178,-0.3588301,1.270235,-0.330835,-0.3215009,1.292297
1604515623,0.135985,-0.3591067,1.269993,-0.3312593,-0.3217952,1.292334
1604515623,0.1359302,-0.3592347,1.269873,-0.3314328,-0.3220657,1.29225
1604515623,0.1358401,-0.3594753,1.269657,-0.3315386,-0.3221985,1.29223
1604515623,0.1358583,-0.3596026,1.269567,-0.3316707,-0.3225821,1.292133
1604515623,0.1359663,-0.360149,1.26937,-0.3317179,-0.322923,1.292033
1604515623,0.1362087,-0.3606083,1.269418,-0.3319356,-0.3231782,1.292096
1604515623,0.1363975,-0.3610985,1.269563,-0.3322072,-0.3236024,1.292143
1604515624,0.1364887,-0.3615709,1.269413,-0.3320104,-0.3238488,1.29211
1604515624,0.1366286,-0.3617561,1.269332,-0.3320204,-0.3239583,1.291959
1604515624,0.136442,-0.3612882,1.268877,-0.3316197,-0.3237277,1.291196
1604515624,0.135894,-0.3596353,1.267475,-0.3298175,-0.3207095,1.287565
1604515624,0.1323009,-0.3550938,1.264869,-0.3094643,-0.3035457,1.270457
1604515624,0.1203843,-0.2935924,1.277148,-0.3093187,-0.3024912,1.269288
1604515624,0.1201327,-0.2928561,1.276963,-0.3076147,-0.2989394,1.266242
1604515624,0.1202853,-0.2902994,1.275621,-0.3063959,-0.296184,1.263013
1604515624,0.1208655,-0.2867175,1.27378,-0.3233215,-0.2671893,1.259254
1604515624,0.1831052,-0.2747938,1.301308,-0.3251538,-0.2634114,1.266113
1604515624,0.1846616,-0.2707341,1.308361,-0.323391,-0.261857,1.27036
1604515624,0.1755513,-0.2736895,1.320447,-0.2869837,-0.2811478,1.243164
1604515624,0.1496907,-0.26956,1.329047,-0.2893755,-0.2780386,1.252396
1604515624,0.134007,-0.2784522,1.323303,-0.3075858,-0.298038,1.310541
1604515624,0.1383037,-0.3038497,1.350822,-0.3087726,-0.304483,1.304151
1604515624,0.1372915,-0.3095553,1.342661,-0.3204224,-0.3336451,1.277662
1604515624,0.1347652,-0.3324693,1.318675,-0.2991311,-0.3450866,1.290351
1604515624,0.1359598,-0.3444366,1.325828,-0.2846547,-0.3575815,1.27873
1604515624,0.1383783,-0.3544658,1.332531,-0.2855137,-0.3584278,1.280136
1604515624,0.1222274,-0.3773824,1.296528,-0.2858448,-0.3657569,1.278536
1604515624,0.1236066,-0.3785922,1.298314,-0.2957708,-0.3837425,1.276831
1604515624,0.146066,-0.379635,1.323786,-0.2961322,-0.3917643,1.273416
1604515624,0.1459837,-0.3884723,1.319157,-0.2975071,-0.3989965,1.271158
1604515624,0.1486469,-0.4124894,1.307865,-0.2984147,-0.406974,1.267948
1604515624,0.1526453,-0.4218546,1.306734,-0.2977881,-0.4141266,1.264129
1604515624,0.1505416,-0.4290169,1.302904,-0.2905871,-0.4238978,1.255787
1604515624,0.1502649,-0.4442632,1.298341,-0.2914115,-0.4364444,1.250739
1604515624,0.1452416,-0.4517715,1.293465,-0.2901148,-0.4401089,1.247593
1604515624,0.1294917,-0.454951,1.282807,-0.287466,-0.4419883,1.244707
1604515624,0.1279397,-0.4564244,1.28031,-0.2863744,-0.4428536,1.242786
1604515625,0.127265,-0.4582226,1.278105,-0.2854128,-0.4429686,1.241545
1604515625,0.1267999,-0.4581608,1.27699,-0.2850282,-0.4428884,1.240897
1604515625,0.1267571,-0.4587435,1.276488,-0.284559,-0.4428619,1.240254
1604515625,0.1267055,-0.4589844,1.276273,-0.2843443,-0.4429799,1.239972
1604515625,0.12673,-0.4593831,1.276094,-0.2840914,-0.4430821,1.23973
1604515625,0.126719,-0.4594328,1.275996,-0.2839265,-0.4430424,1.23955
1604515625,0.126735,-0.4595015,1.27588,-0.2837094,-0.4429421,1.239453
1604515625,0.1267288,-0.4596741,1.27579,-0.283576,-0.4428695,1.239471
1604515625,0.1313893,-0.4598495,1.276494,-0.2834882,-0.4428048,1.239521
1604515625,0.1300545,-0.4599534,1.276901,-0.2834619,-0.4427415,1.239601
1604515625,0.132155,-0.4601774,1.278414,-0.2834333,-0.4426148,1.23974
1604515625,0.1341958,-0.4603246,1.279794,-0.2835992,-0.4423335,1.240181
1604515625,0.1348846,-0.4600193,1.280457,-0.2821429,-0.4381024,1.241029
1604515625,0.1362379,-0.4587317,1.282064,-0.2813737,-0.4341155,1.242179
1604515625,0.1307831,-0.4468286,1.280285,-0.2819754,-0.4230771,1.246893
1604515625,0.130925,-0.4382047,1.282862,-0.285498,-0.4159226,1.249306
1604515625,0.1309428,-0.429935,1.284574,-0.3107435,-0.4114639,1.257552
1604515625,0.1504749,-0.4206907,1.298613,-0.3085194,-0.4024374,1.260361
1604515625,0.1490485,-0.4058751,1.305947,-0.3100154,-0.3736017,1.274071
1604515625,0.1500937,-0.3993049,1.307339,-0.3113621,-0.3663362,1.276003
1604515625,0.147368,-0.378915,1.303227,-0.3138087,-0.3568302,1.277857
1604515625,0.1462598,-0.3790044,1.298706,-0.3166625,-0.3459944,1.280924
1604515625,0.1436738,-0.3779359,1.293207,-0.3202513,-0.3332813,1.282281
1604515625,0.1393473,-0.3745889,1.289368,-0.3204029,-0.3245155,1.279745
1604515625,0.1397828,-0.3639596,1.294915,-0.3220062,-0.3126521,1.283696
1604515625,0.1487223,-0.3196878,1.319347,-0.3200411,-0.3119845,1.280128
1604515625,0.1485433,-0.3191537,1.319424,-0.3163127,-0.3095176,1.277345
1604515625,0.1549496,-0.2738479,1.335063,-0.3127006,-0.3069236,1.275702
1604515625,0.155834,-0.272275,1.336802,-0.3097589,-0.3048436,1.275426
1604515625,0.1564665,-0.2716372,1.337609,-0.3076943,-0.3026953,1.27627
1604515626,0.158861,-0.2728416,1.338662,-0.3055906,-0.2995249,1.278403
1604515626,0.1631662,-0.2785885,1.33977,-0.3052201,-0.2995408,1.279104
1604515626,0.1728944,-0.2954826,1.338034,-0.3050308,-0.3001048,1.280102
1604515626,0.1750582,-0.3052624,1.33337,-0.3146539,-0.2926957,1.290443
1604515626,0.1768372,-0.3087503,1.332031,-0.3156022,-0.2929637,1.289929
1604515626,0.1772124,-0.3099268,1.331314,-0.315502,-0.2949829,1.287143
1604515626,0.1782354,-0.3103154,1.33139,-0.3161798,-0.2948001,1.286674
1604515626,0.1792454,-0.3110729,1.331638,-0.3165606,-0.2946181,1.286773
1604515626,0.180339,-0.3118595,1.3319,-0.3168951,-0.2947758,1.28691
1604515626,0.1815296,-0.3128626,1.332029,-0.3170589,-0.2950608,1.28691
1604515626,0.1826676,-0.3132843,1.33282,-0.3170975,-0.2953446,1.286841
1604515626,0.182915,-0.313291,1.333156,-0.3170139,-0.2956655,1.286759
1604515626,0.183039,-0.3134501,1.333227,-0.3170568,-0.2959268,1.28679
1604515626,0.183009,-0.3136647,1.333232,-0.3170034,-0.2962288,1.286835
1604515626,0.1833238,-0.3141395,1.333184,-0.3170004,-0.2964794,1.28696
1604515626,0.1829855,-0.3144886,1.332708,-0.31688,-0.2967196,1.286896
1604515626,0.1831406,-0.3146612,1.332287,-0.3165617,-0.2972624,1.286565
1604515626,0.1835808,-0.3143275,1.330676,-0.3166429,-0.2973789,1.286304
1604515626,0.1845766,-0.3123508,1.326958,-0.3159028,-0.2963396,1.284531
1604515626,0.1878131,-0.3074016,1.316769,-0.3116746,-0.2970111,1.271739
1604515626,0.1865777,-0.3112023,1.300219,-0.3041852,-0.2993824,1.258478
1604515626,0.1577873,-0.2719942,1.259292,-0.3003136,-0.2923279,1.24848
1604515626,0.1119186,-0.2649281,1.217191,-0.2934733,-0.2868462,1.228675
1604515626,0.1107259,-0.260975,1.203056,-0.2848374,-0.280678,1.207268
1604515626,0.08805931,-0.2874353,1.135045,-0.2914831,-0.245029,1.170295
